"Location","String Value","String Representation","Data Type","Label","Is Ascii","Function Name"
"00521d60","Incorrect bssid format","\"Incorrect bssid format\"","ds","s_Incorrect_bssid_format_00521d60","true",""
"00521d78","wl_rrm_nbr_add_nbr parsing bssid failed","\"wl_rrm_nbr_add_nbr parsing bssid failed\"","ds","s_wl_rrm_nbr_add_nbr_parsing_bssid_00521d78","true",""
"00521da0","BSS-Transition","\"BSS-Transition\"","ds","s_BSS-Transition_00521da0","true",""
"00521db0","Proxy-ARP","\"Proxy-ARP\"","ds","","true",""
"00521dbc","BSS-Max-Idle-Period","\"BSS-Max-Idle-Period\"","ds","","true",""
"00521dd0","TIM-Broadcast","\"TIM-Broadcast\"","ds","","true",""
"00521de0","Traffic-Filtering","\"Traffic-Filtering\"","ds","","true",""
"00521df4","WNM-Sleep-Mode","\"WNM-Sleep-Mode\"","ds","","true",""
"00521e04","Directed-Multicast","\"Directed-Multicast\"","ds","","true",""
"00521e18","Flexible-Multicast","\"Flexible-Multicast\"","ds","","true",""
"00521e2c","Notification","\"Notification\"","ds","","true",""
"00521e3c","0x%x:","\"0x%x:\"","ds","s_0x%x:_00521e3c","true",""
"00521e4c","WNM mask is a bitfield from the following set. Use + or - prefix to combine with current value:
","\"WNM mask is a bitfield from the following set. Use + or - prefix to combine with current value:\n\"","ds","s_WNM_mask_is_a_bitfield_from_the_f_00521e4c","true",""
"00521eb0"," 0x%04x %s
","\" 0x%04x %s\n\"","ds","s_0x%04x_%s_00521eb0","true",""
"00521ebc","TCLAS Frame Classifier: %s not provided
","\"TCLAS Frame Classifier: %s not provided\n\"","ds","s_TCLAS_Frame_Classifier:_%s_not_p_00521ebc","true",""
"00521ee8","user priority","\"user priority\"","ds","s_user_priority_00521ee8","true",""
"00521f00","src mac","\"src mac\"","ds","s_src_mac_00521f00","true",""
"00521f08"," ERROR: no valid src ether addr provided","\" ERROR: no valid src ether addr provided\"","ds","s_ERROR:_no_valid_src_ether_addr_p_00521f08","true",""
"00521f34","dst mac","\"dst mac\"","ds","s_dst_mac_00521f34","true",""
"00521f3c"," ERROR: no valid dst ether addr provided","\" ERROR: no valid dst ether addr provided\"","ds","s_ERROR:_no_valid_dst_ether_addr_p_00521f3c","true",""
"00521f68","ether type","\"ether type\"","ds","s_ether_type_00521f68","true",""
"00521f74","ip version","\"ip version\"","ds","s_ip_version_00521f74","true",""
"00521f80","ipv6 source ip","\"ipv6 source ip\"","ds","s_ipv6_source_ip_00521f80","true",""
"00521f90","incorrect ipv6 source ip format","\"incorrect ipv6 source ip format\"","ds","s_incorrect_ipv6_source_ip_format_00521f90","true",""
"00521fb0","ipv6 dest ip","\"ipv6 dest ip\"","ds","s_ipv6_dest_ip_00521fb0","true",""
"00521fc0","incorrect ipv6 dest ip format","\"incorrect ipv6 dest ip format\"","ds","s_incorrect_ipv6_dest_ip_format_00521fc0","true",""
"00521fe0","ipv6 source port","\"ipv6 source port\"","ds","s_ipv6_source_port_00521fe0","true",""
"00521ff4","ipv6 dest port","\"ipv6 dest port\"","ds","s_ipv6_dest_port_00521ff4","true",""
"00522004","ipv6 dscp","\"ipv6 dscp\"","ds","s_ipv6_dscp_00522004","true",""
"00522010","ipv6 next header","\"ipv6 next header\"","ds","s_ipv6_next_header_00522010","true",""
"00522024","ipv6 flow label","\"ipv6 flow label\"","ds","s_ipv6_flow_label_00522024","true",""
"00522034","ipv4 source ip","\"ipv4 source ip\"","ds","s_ipv4_source_ip_00522034","true",""
"00522044","incorrect source ip format","\"incorrect source ip format\"","ds","s_incorrect_source_ip_format_00522044","true",""
"00522060","ipv4 dest ip","\"ipv4 dest ip\"","ds","s_ipv4_dest_ip_00522060","true",""
"00522070","incorrect dest ip format","\"incorrect dest ip format\"","ds","s_incorrect_dest_ip_format_00522070","true",""
"0052208c","ipv4 source port","\"ipv4 source port\"","ds","s_ipv4_source_port_0052208c","true",""
"005220a0","ipv4 dest port","\"ipv4 dest port\"","ds","s_ipv4_dest_port_005220a0","true",""
"005220b0","ipv4 dscp","\"ipv4 dscp\"","ds","s_ipv4_dscp_005220b0","true",""
"005220bc","ipv4 protocol","\"ipv4 protocol\"","ds","s_ipv4_protocol_005220bc","true",""
"005220cc","Unsupported frame classifier type 0x%2x
","\"Unsupported frame classifier type 0x%2x\n\"","ds","s_Unsupported_frame_classifier_typ_005220cc","true",""
"005220f8","Too much args provided","\"Too much args provided\"","ds","s_Too_much_args_provided_005220f8","true",""
"00522110","up %d  type %d  mask 0x%x  ","\"up %d  type %d  mask 0x%x  \"","ds","s_up_%d_type_%d_mask_0x%x_00522110","true",""
"0052212c","(Eth: ","\"(Eth: \"","ds","s_(Eth:_0052212c","true",""
"00522134","%cSA %s  ","\"%cSA %s  \"","ds","s_%cSA_%s_00522134","true",""
"00522140","%cDA %s  ","\"%cDA %s  \"","ds","s_%cDA_%s_00522140","true",""
"0052214c","%ctype 0x%04x","\"%ctype 0x%04x\"","ds","s_%ctype_0x%04x_0052214c","true",""
"00522160","(IPv4: ","\"(IPv4: \"","ds","s_(IPv4:_00522160","true",""
"00522168","%cver %d  ","\"%cver %d  \"","ds","s_%cver_%d_00522168","true",""
"00522174","%csip %s  ","\"%csip %s  \"","ds","s_%csip_%s_00522174","true",""
"00522180","%cdip %s  ","\"%cdip %s  \"","ds","s_%cdip_%s_00522180","true",""
"0052218c","%csp %d  ","\"%csp %d  \"","ds","s_%csp_%d_0052218c","true",""
"00522198","%cdp %d  ","\"%cdp %d  \"","ds","s_%cdp_%d_00522198","true",""
"005221a4","%cdscp 0x%x  ","\"%cdscp 0x%x  \"","ds","s_%cdscp_0x%x_005221a4","true",""
"005221b4","%cprot %d","\"%cprot %d\"","ds","s_%cprot_%d_005221b4","true",""
"005221c0","(IPv6: ","\"(IPv6: \"","ds","s_(IPv6:_005221c0","true",""
"005221c8","%cfl %d","\"%cfl %d\"","ds","s_%cfl_%d_005221c8","true",""
"005221d0","(type unsupported)","\"(type unsupported)\"","ds","s_(type_unsupported)_005221d0","true",""
"005221e4","tclas idx %d: ","\"tclas idx %d: \"","ds","s_tclas_idx_%d:_005221e4","true",""
"005221f4","No tclas frame classifier parameter entry","\"No tclas frame classifier parameter entry\"","ds","s_No_tclas_frame_classifier_parame_005221f4","true",""
"00522220","Incorrect args provided","\"Incorrect args provided\"","ds","s_Incorrect_args_provided_00522220","true",""
"00522238","Input args not in range","\"Input args not in range\"","ds","s_Input_args_not_in_range_00522238","true",""
"00522250","Missing <send> argument","\"Missing <send> argument\"","ds","s_Missing_<send>_argument_00522250","true",""
"00522268","extra argument","\"extra argument\"","ds","s_extra_argument_00522268","true",""
"00522278","DMS desc UserID %d:
","\"DMS desc UserID %d:\n\"","ds","s_DMS_desc_UserID_%d:_00522278","true",""
"00522290","	status:%d   token:%d   DMS ID:%d   TCLAS proc:%d
","\"\tstatus:%d   token:%d   DMS ID:%d   TCLAS proc:%d\n\"","ds","s_status:%d_token:%d_DMS_ID:%d_TCL_00522290","true",""
"005222c4","	Registered STA:","\"\tRegistered STA:\"","ds","s_Registered_STA:_005222c4","true",""
"005222d8","		- %s
","\"\t\t- %s\n\"","ds","s_-_%s_005222d8","true",""
"005222e0","	TCLAS:","\"\tTCLAS:\"","ds","s_TCLAS:_005222e0","true",""
"005222f0","Missing <del> argument","\"Missing <del> argument\"","ds","s_Missing_<del>_argument_005222f0","true",""
"00522308","Missing <service> argument","\"Missing <service> argument\"","ds","s_Missing_<service>_argument_00522308","true",""
"00522324","TIMBC offset: %d\, tsf_present: %d\, fix_interval: %d\, rate_override: %d
","\"TIMBC offset: %d\, tsf_present: %d\, fix_interval: %d\, rate_override: %d\n\"","ds","s_TIMBC_offset:_%d\,_tsf_present:_%_00522324","true",""
"0052236c","Missing <interval> argument","\"Missing <interval> argument\"","ds","s_Missing_<interval>_argument_0052236c","true",""
"00522388","Too many arguments","\"Too many arguments\"","ds","s_Too_many_arguments_00522388","true",""
"0052239c","TIM BC current status: %d  status_ap: %d
  interval: %d   offset: %d
  high rate: %s   low rate: %s
","\"TIM BC current status: %d  status_ap: %d\n  interval: %d   offset: %d\n  high rate: %s   low rate: %s\n\"","ds","s_TIM_BC_current_status:_%d_status_0052239c","true",""
"00522404","BSS Max Idle Period: %d
","\"BSS Max Idle Period: %d\n\"","ds","s_BSS_Max_Idle_Period:_%d_00522404","true",""
"00522420","%s: error: reqmode missing
","\"%s: error: reqmode missing\n\"","ds","s_%s:_error:_reqmode_missing_00522420","true",""
"0052243c","%s: error: tbtt missing
","\"%s: error: tbtt missing\n\"","ds","s_%s:_error:_tbtt_missing_0052243c","true",""
"00522458","%s: error: tbtt out of range(%d)
","\"%s: error: tbtt out of range(%d)\n\"","ds","s_%s:_error:_tbtt_out_of_range(%d)_00522458","true",""
"0052247c","%s: error: dur missing
","\"%s: error: dur missing\n\"","ds","s_%s:_error:_dur_missing_0052247c","true",""
"00522494","%s: error: dur out of range(%d)
","\"%s: error: dur out of range(%d)\n\"","ds","s_%s:_error:_dur_out_of_range(%d)_00522494","true",""
"005224b8","Keepalives_max_idle parameters -","\"Keepalives_max_idle parameters -\"","ds","s_Keepalives_max_idle_parameters_-_005224b8","true",""
"005224dc","num_of_keepalives_per_bss_max_idle		= %d
mkeep_alive_index	= %d
max_interval	= %d
","\"num_of_keepalives_per_bss_max_idle\t\t= %d\nmkeep_alive_index\t= %d\nmax_interval\t= %d\n\"","ds","s_num_of_keepalives_per_bss_max_id_005224dc","true",""
"00522530","0x%08X 0x%08X
","\"0x%08X 0x%08X\n\"","ds","s_0x%08X_0x%08X_00522530","true",""
"00522544","unable to allocate frame ","\"unable to allocate frame \"","ds","s_unable_to_allocate_frame_00522544","true",""
"00522564","PRINT","\"PRINT\"","ds","s_PRINT_00522564","true",""
"0052256c","Usage: bus:wakeup_data
","\"Usage: bus:wakeup_data\n\"","ds","s_Usage:_bus:wakeup_data_0052256c","true",""
"00522584","Ver:%d ","\"Ver:%d \"","ds","s_Ver:%d_00522584","true",""
"0052258c","len:%d
","\"len:%d\n\"","ds","s_len:%d_0052258c","true",""
"00522594","First 32 bytes of data","\"First 32 bytes of data\"","ds","s_First_32_bytes_of_data_00522594","true",""
"005225ac","Require dongle image filename 
","\"Require dongle image filename \n\"","ds","s_Require_dongle_image_filename_005225ac","true",""
"005225cc","dongle image file is %s
","\"dongle image file is %s\n\"","ds","s_dongle_image_file_is_%s_005225cc","true",""
"005225e8","vars filename missing\, assuming no var file
","\"vars filename missing\, assuming no var file\n\"","ds","s_vars_filename_missing\,_assuming_n_005225e8","true",""
"00522618","dongle var file is %s
","\"dongle var file is %s\n\"","ds","s_dongle_var_file_is_%s_00522618","true",""
"00522630","ret = %d
","\"ret = %d\n\"","ds","s_ret_=_%d_00522630","true",""
"0052263c","nvdownload","\"nvdownload\"","ds","s_nvdownload_0052263c","true",""
"00522648","dhd_rwl_download: %s: %s
","\"dhd_rwl_download: %s: %s\n\"","ds","s_dhd_rwl_download:_%s:_%s_00522648","true",""
"00522664","dhd_rwl_download: Unable to allowcate %d bytes!
","\"dhd_rwl_download: Unable to allowcate %d bytes!\n\"","ds","s_dhd_rwl_download:_Unable_to_allo_00522664","true",""
"00522698","dhd_rwl_download: Short read in %s!
","\"dhd_rwl_download: Short read in %s!\n\"","ds","s_dhd_rwl_download:_Short_read_in_%_00522698","true",""
"005226c0","Starting %s\, total file length is %d
","\"Starting %s\, total file length is %d\n\"","ds","s_Starting_%s\,_total_file_length_i_005226c0","true",""
"005226e8","dhd_rwl_download: failed to put dongle to download mode
","\"dhd_rwl_download: failed to put dongle to download mode\n\"","ds","s_dhd_rwl_download:_failed_to_put_d_005226e8","true",""
"00522724","membytes","\"membytes\"","ds","s_membytes_00522724","true",""
"00522730","sending %d bytes block: 
","\"sending %d bytes block: \n\"","ds","s_sending_%d_bytes_block:_00522730","true",""
"0052274c","%s: error %d on writing %d membytes at 0x%08x
","\"%s: error %d on writing %d membytes at 0x%08x\n\"","ds","s_%s:_error_%d_on_writing_%d_memby_0052274c","true",""
"0052277c","wl_set()","\"wl_set()\"","ds","s_wl_set()_0052277c","true",""
"00522788","dhd_rwl_download: failed to take dongle out of download mode
","\"dhd_rwl_download: failed to take dongle out of download mode\n\"","ds","s_dhd_rwl_download:_failed_to_take_00522788","true",""
"005227c8","Error: Missing require chip ID<4325\,  4329\, 43291\, 4330a1\, 4330 or hsic>
","\"Error: Missing require chip ID<4325\,  4329\, 43291\, 4330a1\, 4330 or hsic>\n\"","ds","s_Error:_Missing_require_chip_ID<4_005227c8","true",""
"00522824","43291","\"43291\"","ds","s_43291_00522824","true",""
"00522834","4330a1","\"4330a1\"","ds","s_4330a1_00522834","true",""
"00522844","Error: Unsupported chip ID %s
","\"Error: Unsupported chip ID %s\n\"","ds","s_Error:_Unsupported_chip_ID_%s_00522844","true",""
"00522864","Error: %s: failed to initialize the dongle 
","\"Error: %s: failed to initialize the dongle \n\"","ds","s_Error:_%s:_failed_to_initialize_t_00522864","true",""
"00522894","dhd_init()","\"dhd_init()\"","ds","s_dhd_init()_00522894","true",""
"005228a0","4325 is the selected chip id
","\"4325 is the selected chip id\n\"","ds","s_4325_is_the_selected_chip_id_005228a0","true",""
"005228c0","4329 is the selected chip id
","\"4329 is the selected chip id\n\"","ds","s_4329_is_the_selected_chip_id_005228c0","true",""
"005228e0","43291 is the selected chip id
","\"43291 is the selected chip id\n\"","ds","s_43291_is_the_selected_chip_id_005228e0","true",""
"00522900","4330b0 is the selected chip id
","\"4330b0 is the selected chip id\n\"","ds","s_4330b0_is_the_selected_chip_id_00522900","true",""
"00522920","4330b0","\"4330b0\"","ds","s_4330b0_00522920","true",""
"00522928","4330a1 is the selected chip id
","\"4330a1 is the selected chip id\n\"","ds","s_4330a1_is_the_selected_chip_id_00522928","true",""
"00522948","hsic interface is selected
","\"hsic interface is selected\n\"","ds","s_hsic_interface_is_selected_00522948","true",""
"00522964","chip init must be called before firmware download. 
","\"chip init must be called before firmware download. \n\"","ds","s_chip_init_must_be_called_before_f_00522964","true",""
"0052299c","using 4325 ram_info
","\"using 4325 ram_info\n\"","ds","s_using_4325_ram_info_0052299c","true",""
"005229b4","using 4329 ram_info
","\"using 4329 ram_info\n\"","ds","s_using_4329_ram_info_005229b4","true",""
"005229cc","using 43291 ram_info
","\"using 43291 ram_info\n\"","ds","s_using_43291_ram_info_005229cc","true",""
"005229e4","using 4330 b0 ram_info
","\"using 4330 b0 ram_info\n\"","ds","s_using_4330_b0_ram_info_005229e4","true",""
"005229fc","using 4330a1 ram_info
","\"using 4330a1 ram_info\n\"","ds","s_using_4330a1_ram_info_005229fc","true",""
"00522a14","using hsic interface
","\"using hsic interface\n\"","ds","s_using_hsic_interface_00522a14","true",""
"00522a2c","Error: unknown chip
","\"Error: unknown chip\n\"","ds","s_Error:_unknown_chip_00522a2c","true",""
"00522a44","%s file_size=%d
","\"%s file_size=%d\n\"","ds","s_%s_file_size=%d_00522a44","true",""
"00522a58","%s: failed to put dongle in download mode
","\"%s: failed to put dongle in download mode\n\"","ds","s_%s:_failed_to_put_dongle_in_down_00522a58","true",""
"00522a84","dhd_iovar_setint()","\"dhd_iovar_setint()\"","ds","s_dhd_iovar_setint()_00522a84","true",""
"00522a98","downloading %s\, file_size=%d
","\"downloading %s\, file_size=%d\n\"","ds","s_downloading_%s\,_file_size=%d_00522a98","true",""
"00522ab8","%s: error reading file %s
","\"%s: error reading file %s\n\"","ds","s_%s:_error_reading_file_%s_00522ab8","true",""
"00522ad4","fread()","\"fread()\"","ds","s_fread()_00522ad4","true",""
"00522adc","feof()","\"feof()\"","ds","s_feof()_00522adc","true",""
"00522ae4","var_size=%d\, start=0x%0X
","\"var_size=%d\, start=0x%0X\n\"","ds","s_var_size=%d\,_start=0x%0X_00522ae4","true",""
"00522b00","last4bytes=0x%0X
","\"last4bytes=0x%0X\n\"","ds","s_last4bytes=0x%0X_00522b00","true",""
"00522b14","sending %d bytes block:
","\"sending %d bytes block:\n\"","ds","s_sending_%d_bytes_block:_00522b14","true",""
"00522b30","%s: failed to take dongle out of download mode
","\"%s: failed to take dongle out of download mode\n\"","ds","s_%s:_failed_to_take_dongle_out_of_00522b30","true",""
"00522b60","using 4330 a1 ram_info
","\"using 4330 a1 ram_info\n\"","ds","s_using_4330_a1_ram_info_00522b60","true",""
"00522b78","argv=%s
","\"argv=%s\n\"","ds","s_argv=%s_00522b78","true",""
"00522b84","filename required
","\"filename required\n\"","ds","s_filename_required_00522b84","true",""
"00522b98","dhd_upload(): failed reading %d membytes from 0x%08x
","\"dhd_upload(): failed reading %d membytes from 0x%08x\n\"","ds","s_dhd_upload():_failed_reading_%d_m_00522b98","true",""
"00522bd0","dhd_upload(): error writing to file %s
","\"dhd_upload(): error writing to file %s\n\"","ds","s_dhd_upload():_error_writing_to_f_00522bd0","true",""
"00522bf8","Starting download\, total file length is %d
","\"Starting download\, total file length is %d\n\"","ds","s_Starting_download\,_total_file_le_00522bf8","true",""
"00522c24","dhd_hsic_download: failed to put dongle to download mode
","\"dhd_hsic_download: failed to put dongle to download mode\n\"","ds","s_dhd_hsic_download:_failed_to_put_00522c24","true",""
"00522c60","dhd_hsic_download: failed to take dongle out of download mode
","\"dhd_hsic_download: failed to take dongle out of download mode\n\"","ds","s_dhd_hsic_download:_failed_to_tak_00522c60","true",""
"00522ca0","ReadFile: %s: %s
","\"ReadFile: %s: %s\n\"","ds","s_ReadFile:_%s:_%s_00522ca0","true",""
"00522cb4","ReadFile: %s firmware file too large
","\"ReadFile: %s firmware file too large\n\"","ds","s_ReadFile:_%s_firmware_file_too_l_00522cb4","true",""
"00522cdc","ReadFiles: %s: %s
","\"ReadFiles: %s: %s\n\"","ds","s_ReadFiles:_%s:_%s_00522cdc","true",""
"00522cf0","ReadFile: %s nvram file too large
","\"ReadFile: %s nvram file too large\n\"","ds","s_ReadFile:_%s_nvram_file_too_larg_00522cf0","true",""
"00522d14","ReadFiles: Unable to allowcate %d bytes!
","\"ReadFiles: Unable to allowcate %d bytes!\n\"","ds","s_ReadFiles:_Unable_to_allowcate_%_00522d14","true",""
"00522d40","ReadFiles: Short read in %s!
","\"ReadFiles: Short read in %s!\n\"","ds","s_ReadFiles:_Short_read_in_%s!_00522d40","true",""
"00522d60","ReadFiles: Failed input file check %s!
","\"ReadFiles: Failed input file check %s!\n\"","ds","s_ReadFiles:_Failed_input_file_che_00522d60","true",""
"00522d88","ReadFiles: actual_len %d is greater than fwlen %d
","\"ReadFiles: actual_len %d is greater than fwlen %d\n\"","ds","s_ReadFiles:_actual_len_%d_is_grea_00522d88","true",""
"00522dbc","ReadFiles: actual_len + nvlen + 4 is greater than 11M","\"ReadFiles: actual_len + nvlen + 4 is greater than 11M\"","ds","s_ReadFiles:_actual_len_+_nvlen_+_4_00522dbc","true",""
"00522df4","check_file: Error: trx bad hdr %x!
","\"check_file: Error: trx bad hdr %x!\n\"","ds","s_check_file:_Error:_trx_bad_hdr_%_00522df4","true",""
"00522e20","2.4GHz       : %2d
","\"2.4GHz       : %2d\n\"","ds","s_2.4GHz_:_%2d_00522e20","true",""
"00522e34","5GHz (lower) : %2d
","\"5GHz (lower) : %2d\n\"","ds","s_5GHz_(lower)_:_%2d_00522e34","true",""
"00522e48","5GHz (middle): %2d
","\"5GHz (middle): %2d\n\"","ds","s_5GHz_(middle):_%2d_00522e48","true",""
"00522e5c","5GHz (high)  : %2d
","\"5GHz (high)  : %2d\n\"","ds","s_5GHz_(high)_:_%2d_00522e5c","true",""
"00522e70","5GHz (upper) : %2d
","\"5GHz (upper) : %2d\n\"","ds","s_5GHz_(upper)_:_%2d_00522e70","true",""
"00522e94","%s: %2d
","\"%s: %2d\n\"","ds","s_%s:_%2d_00522e94","true",""
"00522ea0","%-8s %8s %8s %8s %8s %8s
","\"%-8s %8s %8s %8s %8s %8s\n\"","ds","s_%-8s_%8s_%8s_%8s_%8s_%8s_00522ea0","true",""
"00522ed0","HiWater","\"HiWater\"","ds","s_HiWater_00522ed0","true",""
"00522ed8","Failed","\"Failed\"","ds","s_Failed_00522ed8","true",""
"00522ee0","%-8s %8d %8d %8d %8d %8d
","\"%-8s %8d %8d %8d %8d %8d\n\"","ds","s_%-8s_%8d_%8d_%8d_%8d_%8d_00522ee0","true",""
"00522efc","missing parameter type
","\"missing parameter type\n\"","ds","s_missing_parameter_type_00522efc","true",""
"00522f14","%s len %d
","\"%s len %d\n\"","ds","s_%s_len_%d_00522f14","true",""
"00522f20","%s Data:
","\"%s Data:\n\"","ds","s_%s_Data:_00522f20","true",""
"00522f2c","Ignoring data bytes for IE of length %d
","\"Ignoring data bytes for IE of length %d\n\"","ds","s_Ignoring_data_bytes_for_IE_of_le_00522f2c","true",""
"00522f58","%s URL len %d
","\"%s URL len %d\n\"","ds","s_%s_URL_len_%d_00522f58","true",""
"00522f68","%s URL: %s
","\"%s URL: %s\n\"","ds","s_%s_URL:_%s_00522f68","true",""
"00522f74","URL string should be specified for URL length %d
","\"URL string should be specified for URL length %d\n\"","ds","s_URL_string_should_be_specified_f_00522f74","true",""
"00522fa8","length is not matching to string
","\"length is not matching to string\n\"","ds","s_length_is_not_matching_to_string_00522fa8","true",""
"00522fcc","Ignoring data bytes for length %d
","\"Ignoring data bytes for length %d\n\"","ds","s_Ignoring_data_bytes_for_length_%_00522fcc","true",""
"00522ff0","ip: %s ","\"ip: %s \"","ds","s_ip:_%s_00522ff0","true",""
"00522ff8","netmask: %s ","\"netmask: %s \"","ds","s_netmask:_%s_00522ff8","true",""
"00523008","gw: %s
","\"gw: %s\n\"","ds","s_gw:_%s_00523008","true",""
"00523010","rxassert_off %d rxassert_jit %d rxdeassert_off %d rxdeassert_jit %d txassert_off %d txassert_jit %d txdeassert_off %d txdeassert_jit %d patassert_off %d patassert_jit %d inactassert_off %d inactassert_jit %d scanfreqassert_off %d scanfreqassert_jit %d priassert_off_req %d
","\"rxassert_off %d rxassert_jit %d rxdeassert_off %d rxdeassert_jit %d txassert_off %d txassert_jit %d txdeassert_off %d txdeassert_jit %d patassert_off %d patassert_jit %d inactassert_off %d inactassert_jit %d scanfreqassert_off %d scanfreqassert_jit %d priassert_off_req %d\n\"","ds","s_rxassert_off_%d_rxassert_jit_%d_r_00523010","true",""
"00523124","rx_center_freq %d tx_center_freq %d  rx_channel_bw %d tx_channel_bw %d channel_en %d channel_type %d
","\"rx_center_freq %d tx_center_freq %d  rx_channel_bw %d tx_channel_bw %d channel_en %d channel_type %d\n\"","ds","s_rx_center_freq_%d_tx_center_freq_00523124","true",""
"0052318c","Message %d Interval %d  Repeats %d 
","\"Message %d Interval %d  Repeats %d \n\"","ds","s_Message_%d_Interval_%d_Repeats_%_0052318c","true",""
"005231b4","DISABLED","\"DISABLED\"","ds","s_DISABLED_005231b4","true",""
"005231c8","ERROR","\"ERROR\"","ds","s_ERROR_005231c8","true",""
"005231d0","logic: %d (%s)
","\"logic: %d (%s)\n\"","ds","s_logic:_%d_(%s)_005231d0","true",""
"005231e0","low_ms: %d
","\"low_ms: %d\n\"","ds","s_low_ms:_%d_005231e0","true",""
"005231ec","high_ms: %d
","\"high_ms: %d\n\"","ds","s_high_ms:_%d_005231ec","true",""
"005231fc","rx_pkts_threshold: %d
","\"rx_pkts_threshold: %d\n\"","ds","s_rx_pkts_threshold:_%d_005231fc","true",""
"00523214","tx_pkts_threshold: %d
","\"tx_pkts_threshold: %d\n\"","ds","s_tx_pkts_threshold:_%d_00523214","true",""
"0052322c","txrx_pkts_threshold: %d
","\"txrx_pkts_threshold: %d\n\"","ds","s_txrx_pkts_threshold:_%d_0052322c","true",""
"00523248","rx_bytes_threshold: %d
","\"rx_bytes_threshold: %d\n\"","ds","s_rx_bytes_threshold:_%d_00523248","true",""
"00523260","tx_bytes_threshold: %d
","\"tx_bytes_threshold: %d\n\"","ds","s_tx_bytes_threshold:_%d_00523260","true",""
"00523278","txrx_bytes_threshold: %d
","\"txrx_bytes_threshold: %d\n\"","ds","s_txrx_bytes_threshold:_%d_00523278","true",""
"00523294","Invalid logic value %u
","\"Invalid logic value %u\n\"","ds","s_Invalid_logic_value_%u_00523294","true",""
"005232ac","Usage: %s [logic] [<low_ms> <high_ms> <rxP> <txP> <txrxP> <rxB> <txB> <txrxB>
","\"Usage: %s [logic] [<low_ms> <high_ms> <rxP> <txP> <txrxP> <rxB> <txB> <txrxB>\n\"","ds","s_Usage:_%s_[logic]_[<low_ms>_<hig_005232ac","true",""
"005232fc","Parameters:","\"Parameters:\"","ds","s_Parameters:_005232fc","true",""
"00523308","logic   : 0=disable\, 1=OR\, 2=AND all non-zero switching thresholds.","\"logic   : 0=disable\, 1=OR\, 2=AND all non-zero switching thresholds.\"","ds","s_logic_:_0=disable\,_1=OR\,_2=AND_a_00523308","true",""
"0052334c","low_ms  : Low pm2_sleep_ret value.","\"low_ms  : Low pm2_sleep_ret value.\"","ds","s_low_ms_:_Low_pm2_sleep_ret_value_0052334c","true",""
"00523370","high_ms : High pm2_sleep_ret value.","\"high_ms : High pm2_sleep_ret value.\"","ds","s_high_ms_:_High_pm2_sleep_ret_val_00523370","true",""
"00523394","rxP     : Switching threshold in # of rx packets.","\"rxP     : Switching threshold in # of rx packets.\"","ds","s_rxP_:_Switching_threshold_in_#_o_00523394","true",""
"005233c8","          eg. Switch from the low to high FRTS value if rxP or","\"          eg. Switch from the low to high FRTS value if rxP or\"","ds","s_eg._Switch_from_the_low_to_high_F_005233c8","true",""
"00523408","          more packets are received in a PM2 radio wake period.","\"          more packets are received in a PM2 radio wake period.\"","ds","s_more_packets_are_received_in_a_P_00523408","true",""
"00523448","          0 means ignore this threshold.","\"          0 means ignore this threshold.\"","ds","s_0_means_ignore_this_threshold._00523448","true",""
"00523474","txP     : Switching threshold in # of tx packets.","\"txP     : Switching threshold in # of tx packets.\"","ds","s_txP_:_Switching_threshold_in_#_o_00523474","true",""
"005234a8","txrxP   : Switching threshold in # of combined tx+rx packets.","\"txrxP   : Switching threshold in # of combined tx+rx packets.\"","ds","s_txrxP_:_Switching_threshold_in_#_005234a8","true",""
"005234e8","rxB     : Switching threshold in # of rx bytes.","\"rxB     : Switching threshold in # of rx bytes.\"","ds","s_rxB_:_Switching_threshold_in_#_o_005234e8","true",""
"00523518","txB     : Switching threshold in # of tx bytes.","\"txB     : Switching threshold in # of tx bytes.\"","ds","s_txB_:_Switching_threshold_in_#_o_00523518","true",""
"00523548","txrxB   : Switching threshold in # of combined tx+rx bytes.","\"txrxB   : Switching threshold in # of combined tx+rx bytes.\"","ds","s_txrxB_:_Switching_threshold_in_#_00523548","true",""
"0052358c","error: unknown operation option%s
","\"error: unknown operation option%s\n\"","ds","s_error:_unknown_operation_option%_0052358c","true",""
"005235bc","%02x:%02x:%02x:%02x:%02x:%02x sch: %s (%u) / prio: %u
","\"%02x:%02x:%02x:%02x:%02x:%02x sch: %s (%u) / prio: %u\n\"","ds","s_%02x:%02x:%02x:%02x:%02x:%02x_sc_005235bc","true",""
"005235f4","BSS peer info version/structure size mismatch driver %d firmware %d 
","\"BSS peer info version/structure size mismatch driver %d firmware %d \r\n\"","ds","s_BSS_peer_info_version/structure_s_005235f4","true",""
"0052363c","ERROR : peer list received exceed the buffer size","\"ERROR : peer list received exceed the buffer size\r\"","ds","s_ERROR_:_peer_list_received_excee_0052363c","true",""
"00523670","PEER%d: MAC: %s: RSSI %d TxRate %d kbps RxRate %d kbps age : %ds
","\"PEER%d: MAC: %s: RSSI %d TxRate %d kbps RxRate %d kbps age : %ds\r\n\"","ds","s_PEER%d:_MAC:_%s:_RSSI_%d_TxRate_%_00523670","true",""
"005236b4","	 rateset ","\"\t rateset \"","ds","s_rateset_005236b4","true",""
